        BT    Band20    Band21    Band22    Band23    Band24    Band25    Band26    Band27    Band28    Band29    Band31    Band32    Band33    Band34    Band35    Band36
     195.9   0.00061   0.00118   0.00114   0.00153   0.00466   0.00568   0.16650   0.25575   0.48740   0.93662   1.05807   1.05807   1.15140   1.16387   1.17090   1.17692
     196.0   0.00061   0.00119   0.00115   0.00154   0.00470   0.00572   0.16741   0.25705   0.48954   0.93980   1.06138   1.06138   1.15465   1.16707   1.17407   1.18004
     196.1   0.00062   0.00120   0.00116   0.00156   0.00474   0.00577   0.16834   0.25836   0.49168   0.94300   1.06469   1.06469   1.15790   1.17028   1.17725   1.18317
     196.2   0.00063   0.00121   0.00117   0.00157   0.00478   0.00582   0.16926   0.25968   0.49383   0.94621   1.06801   1.06801   1.16116   1.17350   1.18043   1.18631
     196.3   0.00063   0.00122   0.00118   0.00159   0.00482   0.00587   0.17020   0.26099   0.49598   0.94942   1.07133   1.07133   1.16442   1.17672   1.18362   1.18945
     196.4   0.00064   0.00123   0.00119   0.00160   0.00486   0.00591   0.17113   0.26232   0.49815   0.95264   1.07466   1.07466   1.16769   1.17995   1.18681   1.19259
     196.5   0.00064   0.00125   0.00121   0.00162   0.00490   0.00596   0.17207   0.26365   0.50032   0.95586   1.07800   1.07800   1.17097   1.18319   1.19001   1.19574
     196.6   0.00065   0.00126   0.00122   0.00163   0.00494   0.00601   0.17301   0.26498   0.50250   0.95910   1.08135   1.08135   1.17425   1.18643   1.19321   1.19890
     196.7   0.00066   0.00127   0.00123   0.00165   0.00499   0.00606   0.17396   0.26632   0.50468   0.96234   1.08470   1.08470   1.17753   1.18967   1.19642   1.20206
     196.8   0.00066   0.00128   0.00124   0.00166   0.00503   0.00611   0.17491   0.26767   0.50688   0.96559   1.08806   1.08806   1.18083   1.19292   1.19964   1.20523
     196.9   0.00067   0.00129   0.00125   0.00168   0.00507   0.00616   0.17587   0.26902   0.50908   0.96885   1.09142   1.09142   1.18413   1.19618   1.20286   1.20840
     197.0   0.00068   0.00130   0.00126   0.00169   0.00511   0.00621   0.17683   0.27038   0.51128   0.97211   1.09480   1.09480   1.18743   1.19944   1.20608   1.21157
     197.1   0.00068   0.00132   0.00127   0.00171   0.00515   0.00626   0.17780   0.27174   0.51350   0.97539   1.09818   1.09818   1.19074   1.20271   1.20931   1.21475
     197.2   0.00069   0.00133   0.00129   0.00172   0.00520   0.00632   0.17877   0.27311   0.51572   0.97867   1.10157   1.10157   1.19406   1.20598   1.21255   1.21794
     197.3   0.00070   0.00134   0.00130   0.00174   0.00524   0.00637   0.17974   0.27448   0.51795   0.98196   1.10496   1.10496   1.19738   1.20926   1.21579   1.22113
     197.4   0.00070   0.00135   0.00131   0.00175   0.00528   0.00642   0.18072   0.27586   0.52019   0.98525   1.10836   1.10836   1.20071   1.21255   1.21904   1.22433
     197.5   0.00071   0.00137   0.00132   0.00177   0.00533   0.00647   0.18170   0.27724   0.52243   0.98856   1.11177   1.11177   1.20404   1.21584   1.22229   1.22753
     197.6   0.00072   0.00138   0.00133   0.00179   0.00537   0.00652   0.18269   0.27863   0.52468   0.99187   1.11519   1.11519   1.20738   1.21913   1.22555   1.23074
     197.7   0.00072   0.00139   0.00135   0.00180   0.00542   0.00658   0.18368   0.28003   0.52694   0.99519   1.11861   1.11861   1.21073   1.22243   1.22881   1.23395
     197.8   0.00073   0.00140   0.00136   0.00182   0.00546   0.00663   0.18467   0.28143   0.52921   0.99852   1.12204   1.12204   1.21408   1.22574   1.23208   1.23717
     197.9   0.00074   0.00142   0.00137   0.00184   0.00551   0.00669   0.18567   0.28284   0.53148   1.00185   1.12548   1.12548   1.21744   1.22905   1.23535   1.24039
     198.0   0.00074   0.00143   0.00139   0.00185   0.00555   0.00674   0.18668   0.28425   0.53376   1.00519   1.12892   1.12892   1.22081   1.23237   1.23863   1.24362
     198.1   0.00075   0.00144   0.00140   0.00187   0.00560   0.00679   0.18769   0.28566   0.53605   1.00855   1.13237   1.13237   1.22417   1.23569   1.24192   1.24685
     198.2   0.00076   0.00146   0.00141   0.00189   0.00564   0.00685   0.18870   0.28709   0.53835   1.01190   1.13583   1.13583   1.22755   1.23902   1.24521   1.25009
     198.3   0.00077   0.00147   0.00142   0.00190   0.00569   0.00691   0.18972   0.28852   0.54065   1.01527   1.13929   1.13929   1.23093   1.24236   1.24850   1.25333
     198.4   0.00077   0.00148   0.00144   0.00192   0.00574   0.00696   0.19074   0.28995   0.54296   1.01864   1.14277   1.14277   1.23432   1.24570   1.25181   1.25658
     198.5   0.00078   0.00150   0.00145   0.00194   0.00579   0.00702   0.19176   0.29139   0.54528   1.02203   1.14625   1.14625   1.23771   1.24905   1.25511   1.25983
     198.6   0.00079   0.00151   0.00146   0.00196   0.00583   0.00707   0.19279   0.29284   0.54761   1.02542   1.14973   1.14973   1.24111   1.25240   1.25842   1.26309
     198.7   0.00080   0.00153   0.00148   0.00197   0.00588   0.00713   0.19383   0.29429   0.54994   1.02881   1.15323   1.15323   1.24452   1.25576   1.26174   1.26636
     198.8   0.00080   0.00154   0.00149   0.00199   0.00593   0.00719   0.19487   0.29575   0.55228   1.03222   1.15673   1.15673   1.24793   1.25912   1.26506   1.26962
     198.9   0.00081   0.00155   0.00150   0.00201   0.00598   0.00725   0.19591   0.29721   0.55463   1.03563   1.16023   1.16023   1.25135   1.26249   1.26839   1.27290
     199.0   0.00082   0.00157   0.00152   0.00203   0.00603   0.00731   0.19696   0.29868   0.55699   1.03905   1.16375   1.16375   1.25477   1.26586   1.27173   1.27618
     199.1   0.00083   0.00158   0.00153   0.00204   0.00608   0.00736   0.19802   0.30015   0.55935   1.04248   1.16727   1.16727   1.25820   1.26924   1.27507   1.27946
     199.2   0.00083   0.00160   0.00155   0.00206   0.00613   0.00742   0.19907   0.30163   0.56173   1.04592   1.17080   1.17080   1.26164   1.27263   1.27841   1.28275
     199.3   0.00084   0.00161   0.00156   0.00208   0.00618   0.00748   0.20014   0.30312   0.56411   1.04936   1.17434   1.17434   1.26508   1.27602   1.28176   1.28605
     199.4   0.00085   0.00163   0.00157   0.00210   0.00623   0.00754   0.20120   0.30461   0.56649   1.05282   1.17788   1.17788   1.26852   1.27942   1.28512   1.28935
     199.5   0.00086   0.00164   0.00159   0.00212   0.00628   0.00760   0.20228   0.30611   0.56889   1.05628   1.18143   1.18143   1.27198   1.28282   1.28848   1.29265
     199.6   0.00087   0.00166   0.00160   0.00214   0.00633   0.00766   0.20335   0.30761   0.57129   1.05975   1.18499   1.18499   1.27544   1.28623   1.29185   1.29596
     199.7   0.00088   0.00167   0.00162   0.00216   0.00638   0.00773   0.20443   0.30912   0.57370   1.06322   1.18855   1.18855   1.27890   1.28965   1.29522   1.29928
     199.8   0.00088   0.00169   0.00163   0.00218   0.00643   0.00779   0.20552   0.31064   0.57612   1.06671   1.19213   1.19213   1.28237   1.29307   1.29859   1.30260
     199.9   0.00089   0.00170   0.00165   0.00220   0.00648   0.00785   0.20661   0.31216   0.57855   1.07020   1.19570   1.19570   1.28585   1.29649   1.30198   1.30593
     200.0   0.00090   0.00172   0.00166   0.00221   0.00654   0.00791   0.20770   0.31369   0.58098   1.07370   1.19929   1.19929   1.28933   1.29992   1.30537   1.30926
     200.1   0.00091   0.00173   0.00168   0.00223   0.00659   0.00797   0.20880   0.31522   0.58342   1.07721   1.20288   1.20288   1.29282   1.30336   1.30876   1.31260
     200.2   0.00092   0.00175   0.00169   0.00225   0.00664   0.00804   0.20991   0.31676   0.58587   1.08072   1.20649   1.20649   1.29632   1.30680   1.31216   1.31594
     200.3   0.00093   0.00176   0.00171   0.00227   0.00670   0.00810   0.21102   0.31831   0.58833   1.08425   1.21009   1.21009   1.29982   1.31025   1.31556   1.31929
     200.4   0.00094   0.00178   0.00172   0.00229   0.00675   0.00817   0.21213   0.31986   0.59080   1.08778   1.21371   1.21371   1.30332   1.31371   1.31898   1.32264
     200.5   0.00094   0.00180   0.00174   0.00231   0.00680   0.00823   0.21325   0.32142   0.59327   1.09132   1.21733   1.21733   1.30684   1.31717   1.32239   1.32600
     200.6   0.00095   0.00181   0.00176   0.00233   0.00686   0.00830   0.21437   0.32298   0.59575   1.09487   1.22096   1.22096   1.31036   1.32063   1.32581   1.32936
     200.7   0.00096   0.00183   0.00177   0.00236   0.00691   0.00836   0.21550   0.32455   0.59824   1.09842   1.22460   1.22460   1.31388   1.32410   1.32924   1.33273
     200.8   0.00097   0.00184   0.00179   0.00238   0.00697   0.00843   0.21664   0.32612   0.60074   1.10199   1.22824   1.22824   1.31741   1.32758   1.33267   1.33610
     200.9   0.00098   0.00186   0.00180   0.00240   0.00703   0.00849   0.21777   0.32771   0.60324   1.10556   1.23189   1.23189   1.32095   1.33106   1.33611   1.33948
     201.0   0.00099   0.00188   0.00182   0.00242   0.00708   0.00856   0.21892   0.32929   0.60575   1.10914   1.23555   1.23555   1.32449   1.33455   1.33955   1.34286
     201.1   0.00100   0.00189   0.00184   0.00244   0.00714   0.00863   0.22006   0.33089   0.60828   1.11273   1.23922   1.23922   1.32804   1.33805   1.34300   1.34625
     201.2   0.00101   0.00191   0.00185   0.00246   0.00720   0.00870   0.22122   0.33249   0.61080   1.11633   1.24289   1.24289   1.33160   1.34155   1.34646   1.34965
     201.3   0.00102   0.00193   0.00187   0.00248   0.00725   0.00877   0.22237   0.33409   0.61334   1.11993   1.24657   1.24657   1.33516   1.34505   1.34992   1.35304
     201.4   0.00103   0.00195   0.00189   0.00250   0.00731   0.00883   0.22354   0.33570   0.61589   1.12354   1.25026   1.25026   1.33873   1.34856   1.35338   1.35645
     201.5   0.00104   0.00196   0.00190   0.00253   0.00737   0.00890   0.22470   0.33732   0.61844   1.12716   1.25395   1.25395   1.34230   1.35208   1.35685   1.35986
     201.6   0.00105   0.00198   0.00192   0.00255   0.00743   0.00897   0.22588   0.33895   0.62100   1.13079   1.25766   1.25766   1.34588   1.35560   1.36033   1.36327
     201.7   0.00106   0.00200   0.00194   0.00257   0.00749   0.00904   0.22705   0.34058   0.62357   1.13443   1.26137   1.26137   1.34946   1.35913   1.36381   1.36669
     201.8   0.00107   0.00202   0.00195   0.00259   0.00755   0.00911   0.22824   0.34222   0.62614   1.13807   1.26508   1.26508   1.35305   1.36267   1.36730   1.37012
     201.9   0.00108   0.00203   0.00197   0.00262   0.00761   0.00919   0.22942   0.34386   0.62873   1.14173   1.26881   1.26881   1.35665   1.36621   1.37079   1.37355
     202.0   0.00109   0.00205   0.00199   0.00264   0.00767   0.00926   0.23062   0.34551   0.63132   1.14539   1.27254   1.27254   1.36025   1.36975   1.37429   1.37699
     202.1   0.00110   0.00207   0.00201   0.00266   0.00773   0.00933   0.23181   0.34716   0.63392   1.14906   1.27628   1.27628   1.36386   1.37330   1.37779   1.38043
     202.2   0.00111   0.00209   0.00202   0.00268   0.00779   0.00940   0.23301   0.34883   0.63653   1.15273   1.28002   1.28002   1.36748   1.37686   1.38130   1.38387
     202.3   0.00112   0.00211   0.00204   0.00271   0.00785   0.00948   0.23422   0.35049   0.63915   1.15642   1.28378   1.28378   1.37110   1.38042   1.38482   1.38733
     202.4   0.00113   0.00213   0.00206   0.00273   0.00791   0.00955   0.23543   0.35217   0.64178   1.16011   1.28754   1.28754   1.37473   1.38399   1.38834   1.39078
     202.5   0.00114   0.00214   0.00208   0.00275   0.00798   0.00962   0.23665   0.35385   0.64441   1.16381   1.29131   1.29131   1.37836   1.38757   1.39186   1.39425
     202.6   0.00115   0.00216   0.00210   0.00278   0.00804   0.00970   0.23787   0.35554   0.64705   1.16752   1.29508   1.29508   1.38200   1.39115   1.39539   1.39771
     202.7   0.00116   0.00218   0.00212   0.00280   0.00810   0.00977   0.23910   0.35723   0.64970   1.17124   1.29886   1.29886   1.38565   1.39473   1.39893   1.40119
     202.8   0.00117   0.00220   0.00213   0.00283   0.00817   0.00985   0.24033   0.35893   0.65236   1.17497   1.30265   1.30265   1.38930   1.39833   1.40247   1.40466
     202.9   0.00118   0.00222   0.00215   0.00285   0.00823   0.00993   0.24157   0.36064   0.65503   1.17870   1.30645   1.30645   1.39296   1.40192   1.40602   1.40815
     203.0   0.00119   0.00224   0.00217   0.00288   0.00830   0.01000   0.24281   0.36235   0.65770   1.18245   1.31025   1.31025   1.39662   1.40553   1.40957   1.41164
     203.1   0.00120   0.00226   0.00219   0.00290   0.00836   0.01008   0.24406   0.36407   0.66039   1.18620   1.31407   1.31407   1.40029   1.40913   1.41313   1.41513
     203.2   0.00121   0.00228   0.00221   0.00293   0.00843   0.01016   0.24532   0.36580   0.66308   1.18996   1.31789   1.31789   1.40396   1.41275   1.41670   1.41863
     203.3   0.00122   0.00230   0.00223   0.00295   0.00849   0.01024   0.24657   0.36753   0.66578   1.19372   1.32171   1.32171   1.40765   1.41637   1.42027   1.42213
     203.4   0.00123   0.00232   0.00225   0.00298   0.00856   0.01032   0.24784   0.36927   0.66849   1.19750   1.32555   1.32555   1.41133   1.42000   1.42384   1.42564
     203.5   0.00125   0.00234   0.00227   0.00300   0.00863   0.01039   0.24911   0.37101   0.67120   1.20128   1.32939   1.32939   1.41503   1.42363   1.42742   1.42916
     203.6   0.00126   0.00236   0.00229   0.00303   0.00870   0.01047   0.25038   0.37276   0.67393   1.20507   1.33324   1.33324   1.41873   1.42727   1.43101   1.43268
     203.7   0.00127   0.00238   0.00231   0.00305   0.00876   0.01056   0.25166   0.37452   0.67666   1.20887   1.33709   1.33709   1.42244   1.43091   1.43460   1.43620
     203.8   0.00128   0.00240   0.00233   0.00308   0.00883   0.01064   0.25294   0.37629   0.67940   1.21268   1.34096   1.34096   1.42615   1.43456   1.43820   1.43973
     203.9   0.00129   0.00242   0.00235   0.00311   0.00890   0.01072   0.25423   0.37806   0.68215   1.21650   1.34483   1.34483   1.42987   1.43821   1.44180   1.44327
     204.0   0.00130   0.00245   0.00237   0.00313   0.00897   0.01080   0.25553   0.37984   0.68491   1.22033   1.34871   1.34871   1.43359   1.44187   1.44541   1.44681
     204.1   0.00131   0.00247   0.00239   0.00316   0.00904   0.01088   0.25683   0.38162   0.68768   1.22416   1.35259   1.35259   1.43732   1.44554   1.44903   1.45036
     204.2   0.00133   0.00249   0.00241   0.00319   0.00911   0.01097   0.25814   0.38341   0.69046   1.22800   1.35649   1.35649   1.44106   1.44921   1.45265   1.45391
     204.3   0.00134   0.00251   0.00243   0.00321   0.00918   0.01105   0.25945   0.38521   0.69324   1.23185   1.36039   1.36039   1.44480   1.45289   1.45627   1.45747
     204.4   0.00135   0.00253   0.00245   0.00324   0.00925   0.01113   0.26076   0.38702   0.69603   1.23571   1.36429   1.36429   1.44855   1.45658   1.45990   1.46103
     204.5   0.00136   0.00255   0.00247   0.00327   0.00932   0.01122   0.26209   0.38883   0.69883   1.23958   1.36821   1.36821   1.45230   1.46027   1.46354   1.46460
     204.6   0.00138   0.00258   0.00250   0.00330   0.00940   0.01130   0.26341   0.39065   0.70164   1.24345   1.37213   1.37213   1.45607   1.46396   1.46718   1.46817
     204.7   0.00139   0.00260   0.00252   0.00332   0.00947   0.01139   0.26475   0.39247   0.70446   1.24733   1.37606   1.37606   1.45983   1.46766   1.47083   1.47175
     204.8   0.00140   0.00262   0.00254   0.00335   0.00954   0.01148   0.26608   0.39430   0.70729   1.25123   1.38000   1.38000   1.46361   1.47137   1.47448   1.47533
     204.9   0.00141   0.00264   0.00256   0.00338   0.00962   0.01156   0.26743   0.39614   0.71012   1.25513   1.38395   1.38395   1.46739   1.47508   1.47814   1.47892
     205.0   0.00143   0.00267   0.00258   0.00341   0.00969   0.01165   0.26878   0.39798   0.71297   1.25903   1.38790   1.38790   1.47117   1.47880   1.48181   1.48251
     205.1   0.00144   0.00269   0.00261   0.00344   0.00976   0.01174   0.27013   0.39984   0.71582   1.26295   1.39186   1.39186   1.47496   1.48252   1.48548   1.48611
     205.2   0.00145   0.00271   0.00263   0.00347   0.00984   0.01183   0.27149   0.40170   0.71868   1.26688   1.39583   1.39583   1.47876   1.48625   1.48915   1.48972
     205.3   0.00146   0.00273   0.00265   0.00350   0.00992   0.01192   0.27286   0.40356   0.72155   1.27081   1.39980   1.39980   1.48256   1.48999   1.49283   1.49333
     205.4   0.00148   0.00276   0.00267   0.00353   0.00999   0.01201   0.27423   0.40543   0.72443   1.27475   1.40378   1.40378   1.48637   1.49373   1.49652   1.49694
     205.5   0.00149   0.00278   0.00270   0.00355   0.01007   0.01210   0.27561   0.40731   0.72732   1.27870   1.40777   1.40777   1.49019   1.49748   1.50021   1.50056
     205.6   0.00150   0.00281   0.00272   0.00358   0.01015   0.01219   0.27699   0.40920   0.73021   1.28266   1.41177   1.41177   1.49401   1.50123   1.50391   1.50419
     205.7   0.00152   0.00283   0.00274   0.00361   0.01022   0.01228   0.27838   0.41109   0.73312   1.28663   1.41578   1.41578   1.49784   1.50499   1.50761   1.50782
     205.8   0.00153   0.00285   0.00277   0.00364   0.01030   0.01237   0.27977   0.41299   0.73603   1.29060   1.41979   1.41979   1.50168   1.50876   1.51132   1.51145
     205.9   0.00155   0.00288   0.00279   0.00368   0.01038   0.01247   0.28117   0.41490   0.73895   1.29459   1.42381   1.42381   1.50552   1.51253   1.51503   1.51510
     206.0   0.00156   0.00290   0.00281   0.00371   0.01046   0.01256   0.28257   0.41681   0.74188   1.29858   1.42784   1.42784   1.50936   1.51631   1.51875   1.51874
     206.1   0.00157   0.00293   0.00284   0.00374   0.01054   0.01265   0.28398   0.41873   0.74482   1.30258   1.43187   1.43187   1.51322   1.52009   1.52248   1.52239
     206.2   0.00159   0.00295   0.00286   0.00377   0.01062   0.01275   0.28540   0.42066   0.74777   1.30659   1.43591   1.43591   1.51707   1.52388   1.52621   1.52605
